X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,class
0,0,0,2,13,1,0,0,0,0,1,15,11,0,0,0,0,0,8,15,2,2,0,0,0,1,16,7,3,16,3,0,0,7,16,10,10,16,4,0,0,5,12,13,16,15,2,0,0,0,0,1,14,10,0,0,0,0,0,0,15,11,0,0,4
0,0,11,16,16,16,3,0,0,1,12,12,13,16,5,0,0,0,0,0,7,16,2,0,0,0,5,13,16,15,1,0,0,0,12,16,16,16,10,0,0,0,1,13,10,4,1,0,0,0,8,16,2,0,0,0,0,0,15,11,0,0,0,0,7
0,0,0,7,15,1,0,0,0,0,2,14,11,0,0,0,0,0,8,16,4,1,7,0,0,5,16,9,0,12,15,0,0,11,16,14,12,16,9,0,0,6,12,12,16,16,1,0,0,0,0,5,16,8,0,0,0,0,0,10,12,0,0,0,4
0,0,2,13,9,0,0,0,0,2,16,15,14,6,0,0,0,8,16,5,3,15,0,0,0,7,16,1,0,11,7,0,0,6,12,0,0,8,8,0,0,0,16,2,0,7,10,0,0,0,12,12,7,15,5,0,0,0,0,13,16,9,0,0,0
0,2,14,16,14,2,0,0,0,9,15,9,16,8,0,0,0,1,3,1,16,6,0,0,0,0,0,5,16,3,0,0,0,0,0,13,13,0,0,0,0,0,7,16,3,0,0,0,0,2,15,16,10,12,6,0,0,4,16,16,16,16,11,0,2
0,0,8,15,16,14,5,0,0,5,16,4,6,16,8,0,0,7,16,4,9,15,3,0,0,0,12,16,16,3,0,0,0,0,3,15,16,9,0,0,0,0,13,6,6,16,4,0,0,0,16,8,8,16,6,0,0,0,11,16,13,8,0,0,8
0,4,14,14,16,16,4,0,0,5,16,11,5,4,0,0,0,4,16,4,0,0,0,0,0,6,16,16,16,11,0,0,0,4,11,6,7,16,4,0,0,0,0,0,4,16,4,0,0,0,1,7,15,12,0,0,0,4,16,12,5,0,0,0,5
0,0,0,9,15,10,1,0,0,0,4,15,16,16,4,0,0,4,15,16,16,16,4,0,0,8,15,10,16,16,8,0,0,0,0,0,16,16,7,0,0,0,0,1,16,16,6,0,0,0,0,7,16,16,4,0,0,0,0,6,12,12,1,0,1
0,0,5,16,10,1,0,0,0,11,14,13,14,12,0,0,0,12,16,4,3,15,5,0,0,11,12,1,0,7,9,0,0,9,10,0,0,3,14,0,0,6,14,0,0,9,16,0,0,0,14,9,9,16,11,0,0,0,5,15,16,15,1,0,0
0,0,0,0,11,15,2,0,0,0,0,7,16,16,7,0,0,0,3,15,16,16,4,0,0,6,16,16,16,16,3,0,0,3,8,6,16,16,0,0,0,0,0,4,16,16,0,0,0,0,0,4,16,16,4,0,0,0,0,1,13,16,3,0,1
0,0,3,12,15,4,0,0,0,0,14,12,13,14,2,0,0,1,16,0,8,16,10,0,0,5,15,13,16,16,8,0,0,1,8,9,11,16,5,0,0,0,0,2,15,10,0,0,0,0,0,10,14,2,0,0,0,0,3,14,5,0,0,0,9
0,0,0,10,13,1,0,0,0,0,8,16,12,2,0,0,0,1,15,10,0,0,0,0,0,6,16,7,5,0,0,0,0,2,16,16,16,15,3,0,0,2,16,12,0,7,13,0,0,0,11,10,4,10,16,2,0,0,2,11,15,14,9,0,6
0,0,1,8,16,14,1,0,0,0,11,13,7,15,7,0,0,2,15,2,0,9,12,0,0,6,15,9,13,16,8,0,0,0,6,12,13,16,2,0,0,0,0,0,12,10,0,0,0,0,0,8,15,1,0,0,0,0,0,13,7,0,0,0,9
0,0,2,12,15,2,0,0,0,0,8,14,4,1,0,0,0,0,15,7,0,0,0,0,0,2,16,6,4,2,0,0,0,3,16,16,15,15,4,0,0,2,15,11,0,4,14,0,0,0,11,9,0,3,16,0,0,0,2,13,16,16,12,0,6
0,0,4,12,14,9,1,0,0,1,16,13,9,16,7,0,0,7,16,1,4,16,4,0,0,8,13,4,12,16,4,0,0,2,14,14,16,9,0,0,0,0,0,7,16,2,0,0,0,0,1,14,11,0,0,0,0,0,4,16,5,0,0,0,9
0,1,11,13,13,12,7,0,0,2,16,6,4,10,9,0,0,2,16,2,0,0,0,0,0,4,16,16,16,4,0,0,0,1,10,5,7,12,0,0,0,0,0,0,5,11,0,0,0,0,1,5,14,3,0,0,0,0,15,14,7,0,0,0,5
0,0,0,11,11,0,0,0,0,0,3,16,7,8,11,0,0,0,14,14,0,16,12,0,0,7,16,7,9,16,9,0,0,8,16,16,16,16,11,0,0,1,4,10,16,8,0,0,0,0,0,9,15,0,0,0,0,0,0,9,11,0,0,0,4
0,0,11,10,8,14,10,0,0,1,16,14,12,12,7,0,0,0,16,8,0,0,0,0,0,5,16,16,10,2,0,0,0,2,8,8,12,15,1,0,0,0,0,0,5,16,3,0,0,0,5,9,16,10,0,0,0,2,12,12,4,0,0,0,5
0,0,0,7,14,15,3,0,0,0,11,16,9,15,10,0,0,5,14,3,4,14,10,0,0,7,15,10,16,16,4,0,0,2,11,11,10,16,1,0,0,0,0,0,11,11,0,0,0,0,0,5,16,7,0,0,0,0,0,10,15,0,0,0,9
0,1,13,11,11,13,5,0,0,8,16,9,8,8,1,0,0,4,16,0,0,0,0,0,0,4,16,16,14,6,0,0,0,2,11,8,9,16,4,0,0,0,0,0,0,12,8,0,0,0,1,5,8,15,6,0,0,2,14,12,12,6,0,0,5
0,1,13,16,16,16,4,0,0,0,11,12,13,16,4,0,0,0,0,0,13,11,0,0,0,0,11,16,16,16,7,0,0,0,11,15,14,13,8,0,0,0,0,16,7,0,0,0,0,0,9,16,1,0,0,0,0,0,14,10,0,0,0,0,7
0,0,0,0,13,12,1,0,0,0,0,5,16,16,1,0,0,0,0,14,16,14,0,0,0,0,7,16,16,10,0,0,0,5,16,16,16,14,0,0,0,2,6,9,16,16,1,0,0,0,0,2,16,16,7,0,0,0,0,0,8,12,6,0,1
0,0,4,10,16,9,0,0,0,4,15,9,8,12,0,0,0,4,4,0,8,10,0,0,0,0,0,6,16,13,1,0,0,0,0,9,10,12,7,0,0,0,0,0,0,10,7,0,0,0,1,6,10,16,3,0,0,0,4,14,10,2,0,0,3
0,0,5,9,12,12,2,0,0,0,7,10,10,16,5,0,0,0,0,0,6,13,0,0,0,0,7,9,14,14,6,0,0,0,8,14,15,8,2,0,0,0,0,11,7,0,0,0,0,0,6,15,0,0,0,0,0,0,11,7,0,0,0,0,7
0,0,4,11,15,4,0,0,0,3,15,15,10,16,0,0,0,8,15,2,0,14,4,0,0,7,13,0,0,10,8,0,0,7,12,0,0,13,4,0,0,1,15,4,1,15,2,0,0,0,10,12,11,12,0,0,0,0,2,11,13,2,0,0,0
0,0,8,13,7,0,0,0,0,5,16,9,15,6,0,0,0,5,8,0,7,13,0,0,0,2,4,0,1,15,0,0,0,0,0,0,4,13,0,0,0,0,0,0,10,10,0,0,0,0,5,12,16,9,8,1,0,0,8,13,14,15,16,4,2
0,0,0,11,13,1,0,0,0,2,7,16,11,11,0,0,0,8,16,8,0,9,1,0,0,7,12,7,0,4,5,0,0,3,9,0,0,4,9,0,0,1,12,1,0,10,7,0,0,0,7,11,10,15,0,0,0,0,1,11,13,5,0,0,0
0,0,0,2,14,8,0,0,0,0,0,8,14,2,6,0,0,0,3,15,7,6,16,2,0,1,13,12,1,12,11,0,0,11,16,16,16,16,10,0,0,5,10,8,13,15,3,0,0,0,0,0,14,12,0,0,0,0,0,4,16,7,0,0,4
0,0,1,12,16,12,2,0,0,0,8,12,11,16,4,0,0,5,16,3,12,13,1,0,0,2,15,15,15,3,0,0,0,0,5,16,15,6,0,0,0,0,6,13,8,16,6,0,0,0,6,13,4,13,12,0,0,0,1,14,16,11,2,0,8
0,0,9,13,6,0,0,0,0,5,16,9,14,1,0,0,0,9,9,0,11,5,0,0,0,1,1,0,10,6,0,0,0,0,0,0,15,4,0,0,0,0,0,5,15,0,0,0,0,0,5,15,11,8,8,0,0,0,8,16,12,12,15,4,2
0,0,6,15,16,11,3,0,0,0,12,8,8,14,9,0,0,0,0,0,3,16,4,0,0,0,0,5,16,13,1,0,0,0,0,8,12,14,7,0,0,0,0,0,3,15,2,0,0,0,2,9,15,8,0,0,0,0,10,9,2,0,0,0,3
0,0,6,7,8,9,9,0,0,5,16,16,14,13,3,0,0,5,10,7,3,0,0,0,0,5,16,16,13,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,13,1,0,0,0,0,8,11,12,0,0,0,0,0,10,11,2,0,0,0,5
0,1,8,14,16,6,0,0,0,9,15,10,13,10,0,0,0,1,2,7,16,5,0,0,0,0,4,16,9,0,0,0,0,0,4,16,11,2,0,0,0,0,0,4,13,16,9,0,0,1,8,4,4,13,13,0,0,0,9,14,16,13,7,0,3
0,2,12,13,12,2,0,0,0,2,7,5,15,7,0,0,0,0,0,9,16,2,0,0,0,4,16,14,3,0,0,0,0,2,12,16,14,5,0,0,0,0,0,1,6,15,4,0,0,0,1,0,2,13,6,0,0,4,13,15,16,12,1,0,3
0,0,0,6,14,0,0,0,0,0,3,15,9,0,0,0,0,0,14,14,0,7,10,0,0,8,16,8,0,14,15,1,0,12,16,12,10,16,10,0,0,5,14,16,16,15,2,0,0,0,0,4,16,6,0,0,0,0,0,8,14,0,0,0,4
0,0,7,15,11,0,0,0,0,9,10,14,15,12,0,0,0,9,12,0,0,4,1,0,0,7,16,14,9,0,0,0,0,0,7,13,16,6,0,0,0,0,0,0,12,9,0,0,0,0,11,10,16,8,0,0,0,0,5,16,14,3,0,0,5
0,1,12,14,4,0,0,0,0,7,15,7,9,0,0,0,0,6,15,1,3,0,0,0,0,1,14,9,5,9,6,0,0,0,3,16,15,5,2,0,0,2,15,13,15,0,0,0,0,7,14,4,14,3,0,0,0,0,11,14,11,0,0,0,8
0,0,1,7,16,2,0,0,0,0,14,13,12,10,1,0,0,3,14,0,3,16,4,0,0,1,15,16,15,16,0,0,0,0,2,7,2,10,3,0,0,0,0,0,0,11,2,0,0,0,0,9,2,10,4,0,0,0,0,9,16,12,1,0,9
0,0,0,11,6,0,0,0,0,0,0,15,10,0,0,0,0,0,5,16,2,0,0,0,0,0,8,13,0,0,0,0,0,0,10,12,5,7,1,0,0,0,9,16,12,12,15,2,0,0,7,15,6,9,15,8,0,0,1,10,15,15,10,0,6
0,0,5,11,8,4,0,0,0,0,15,16,16,15,1,0,0,0,12,16,16,15,2,0,0,3,16,16,16,11,0,0,0,4,16,16,16,4,0,0,0,3,16,16,16,8,0,0,0,0,12,16,16,9,0,0,0,0,3,8,12,8,0,0,1
0,2,15,15,5,0,0,0,0,4,13,10,16,0,0,0,0,0,4,4,16,0,0,0,0,0,0,2,15,0,0,0,0,0,0,9,10,0,0,0,0,0,3,15,3,0,0,0,0,1,13,14,8,8,6,0,0,2,13,12,10,9,6,0,2
0,0,9,15,3,0,0,0,0,1,15,16,15,5,0,0,0,3,16,8,9,14,0,0,0,4,13,0,0,10,4,0,0,3,13,0,0,7,6,0,0,2,12,0,0,10,10,0,0,1,12,9,13,16,6,0,0,0,7,16,16,8,0,0,0
0,0,7,11,11,2,0,0,0,0,16,16,15,13,0,0,0,3,15,7,0,10,3,0,0,3,12,0,0,5,7,0,0,7,9,0,0,10,6,0,0,4,13,0,3,15,6,0,0,2,15,12,15,14,0,0,0,0,7,16,12,2,0,0,0
0,0,1,14,4,0,0,0,0,0,6,15,2,0,0,0,0,0,12,8,0,0,0,0,0,0,12,4,0,0,0,0,0,2,16,13,12,9,0,0,0,5,16,11,8,15,10,0,0,0,13,9,4,9,11,0,0,0,3,11,14,13,4,0,6
0,0,9,16,15,2,0,0,0,4,16,13,15,11,0,0,0,6,10,0,14,10,0,0,0,0,0,4,16,4,0,0,0,0,0,10,14,0,0,0,0,0,5,15,4,0,0,0,0,0,14,14,11,12,5,0,0,0,12,16,16,11,3,0,2
0,0,11,16,16,16,7,0,0,0,9,8,8,16,13,0,0,0,0,0,2,16,10,0,0,0,2,4,12,16,4,0,0,0,15,16,16,16,10,0,0,0,5,14,10,4,0,0,0,0,6,16,0,0,0,0,0,0,12,11,0,0,0,0,7
0,0,0,12,6,0,0,0,0,0,3,16,1,0,0,0,0,0,6,13,0,0,0,0,0,0,10,9,0,0,0,0,0,0,13,8,8,3,0,0,0,1,16,12,8,12,8,0,0,0,8,12,1,0,14,3,0,0,0,8,14,16,12,3,6
0,0,0,5,15,1,0,0,0,0,1,14,12,0,0,0,0,1,12,15,0,3,13,1,0,7,16,4,0,11,15,0,0,14,13,0,4,16,5,0,0,14,16,16,16,11,0,0,0,2,8,13,16,3,0,0,0,0,0,7,16,2,0,0,4
0,0,0,9,7,0,0,0,0,0,4,16,5,0,0,0,0,0,8,13,0,0,0,0,0,0,13,8,0,0,0,0,0,2,15,7,8,7,1,0,0,1,15,11,8,10,13,0,0,0,11,10,4,5,15,2,0,0,0,9,12,13,9,0,6
0,0,3,16,11,1,0,0,0,0,12,16,16,2,0,0,0,3,16,16,11,0,0,0,0,5,16,16,7,0,0,0,0,6,16,16,5,0,0,0,0,1,16,16,3,0,0,0,0,0,11,16,9,0,0,0,0,0,4,12,14,12,5,0,1
0,0,5,11,12,5,0,0,0,0,9,16,16,11,0,0,0,0,11,16,16,4,0,0,0,1,16,16,15,2,0,0,0,0,14,16,11,0,0,0,0,2,16,16,8,0,0,0,0,0,14,16,8,0,0,0,0,0,8,16,13,1,0,0,1
0,0,0,1,14,2,0,0,0,0,0,10,13,0,1,0,0,0,6,13,2,6,9,0,0,1,15,4,0,13,6,0,0,6,14,6,7,16,2,0,0,1,9,13,16,14,5,0,0,0,0,0,16,2,0,0,0,0,0,0,14,0,0,0,4
0,2,12,16,15,8,0,0,0,13,16,13,8,12,2,0,0,16,13,1,0,0,0,0,0,9,16,13,5,0,0,0,0,1,11,13,14,2,0,0,0,0,0,0,16,8,0,0,0,0,3,11,16,5,0,0,0,0,14,16,10,1,0,0,5
0,0,6,14,14,4,0,0,0,0,13,15,11,13,0,0,0,0,2,2,2,16,1,0,0,0,0,0,3,14,1,0,0,0,0,0,9,11,0,0,0,0,0,4,16,3,0,0,0,0,4,15,16,16,14,2,0,0,7,13,12,9,9,3,2
0,0,7,14,1,0,0,0,0,0,14,13,6,0,0,0,0,0,12,8,3,0,0,0,0,0,3,14,12,16,6,0,0,0,2,14,16,4,0,0,0,0,11,14,8,14,2,0,0,3,16,3,1,16,4,0,0,0,8,14,16,11,1,0,8
0,0,0,10,7,0,0,0,0,0,1,16,5,0,0,0,0,0,0,15,2,7,4,0,0,0,0,11,16,14,4,0,0,1,12,16,15,1,0,0,0,7,16,4,16,1,0,0,0,1,12,9,16,4,0,0,0,0,1,11,15,2,0,0,8
0,0,1,8,16,4,0,0,0,0,13,10,5,8,0,0,0,1,16,5,10,15,2,0,0,1,11,13,11,14,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,5,0,0,0,0,5,0,13,4,0,0,0,0,12,16,10,0,0,9
0,2,10,15,14,9,2,0,0,4,11,4,5,14,8,0,0,0,0,0,8,16,3,0,0,0,0,6,14,3,0,0,0,0,0,8,16,7,0,0,0,0,0,0,7,16,1,0,0,2,4,4,7,15,1,0,0,3,12,14,12,6,0,0,3
0,0,5,13,1,0,0,0,0,0,13,16,7,1,0,0,0,1,16,16,16,13,1,0,0,2,16,10,0,12,5,0,0,2,16,0,0,3,10,0,0,2,15,0,0,6,14,0,0,0,14,5,8,16,9,0,0,0,4,13,15,7,0,0,0
0,1,10,16,15,0,0,0,0,7,15,5,8,0,0,0,0,10,12,0,0,0,0,0,0,4,16,4,2,9,5,0,0,0,10,15,15,15,8,0,0,0,12,16,13,1,0,0,0,3,16,13,16,1,0,0,0,0,12,16,14,1,0,0,8
0,0,0,5,16,1,0,0,0,0,1,16,10,0,0,0,0,0,13,13,1,3,8,0,0,6,16,3,0,13,14,0,0,13,16,3,5,16,5,0,0,15,16,16,16,15,0,0,0,1,7,11,16,6,0,0,0,0,0,7,15,3,0,0,4
0,1,11,16,16,7,0,0,0,0,8,7,12,12,0,0,0,0,0,0,12,8,0,0,0,0,0,2,14,4,0,0,0,1,13,16,16,11,4,0,0,1,12,16,10,8,3,0,0,0,11,11,0,0,0,0,0,3,16,5,0,0,0,0,7
0,0,0,11,11,0,0,0,0,0,3,16,7,0,0,0,0,0,6,15,1,0,0,0,0,0,7,12,0,0,0,0,0,0,12,13,8,7,0,0,0,1,16,12,8,11,12,0,0,0,8,13,4,7,16,1,0,0,2,11,13,12,7,0,6
0,0,7,15,14,4,0,0,0,0,13,13,10,11,0,0,0,0,0,1,0,15,1,0,0,0,0,0,1,16,0,0,0,0,0,0,6,14,0,0,0,0,0,4,15,8,0,0,0,0,5,14,16,16,9,0,0,0,5,11,7,4,9,2,2
0,0,9,16,12,1,0,0,0,10,16,10,15,4,0,0,0,8,6,0,8,7,0,0,0,0,0,0,8,10,0,0,0,0,0,1,14,5,0,0,0,0,0,10,15,1,1,0,0,0,10,16,14,14,11,0,0,0,8,15,14,10,3,0,2
0,0,0,9,14,0,0,0,0,0,6,16,8,0,0,0,0,0,14,14,0,6,15,0,0,9,16,3,3,16,10,0,0,13,16,4,11,15,1,0,0,13,16,16,16,12,2,0,0,2,4,10,16,2,0,0,0,0,0,9,15,2,0,0,4
0,0,0,11,3,0,0,0,0,0,5,16,2,0,0,0,0,0,12,11,0,0,0,0,0,0,14,5,0,0,0,0,0,0,16,3,1,1,0,0,0,0,16,16,16,16,11,0,0,0,12,8,4,6,16,2,0,0,2,11,15,16,11,1,6
0,0,0,7,15,1,0,0,0,0,2,14,10,0,2,0,0,0,10,12,1,2,15,3,0,5,16,3,0,9,14,0,0,14,12,2,2,16,5,0,0,14,16,16,16,16,1,0,0,5,8,12,16,4,0,0,0,0,0,9,16,6,0,0,4
0,0,0,3,16,3,0,0,0,0,0,9,16,2,0,0,0,0,2,14,9,5,6,0,0,0,8,15,2,15,12,0,0,4,16,6,3,16,5,0,0,11,16,13,16,16,8,0,0,5,11,13,16,10,1,0,0,0,0,4,16,7,0,0,4
0,0,4,14,14,4,0,0,0,5,14,3,1,4,0,0,0,8,12,0,2,2,0,0,0,4,15,12,16,16,8,0,0,0,14,16,9,0,0,0,0,4,16,11,15,2,0,0,0,2,15,8,12,12,0,0,0,0,4,12,16,10,0,0,8
0,1,10,16,15,1,0,0,0,5,16,13,16,4,0,0,0,5,9,3,16,2,0,0,0,0,0,10,10,0,0,0,0,0,2,15,6,0,0,0,0,0,9,12,1,0,0,0,0,0,12,14,10,4,0,0,0,0,11,16,16,16,2,0,2
0,0,2,13,10,4,0,0,0,0,0,16,16,11,0,0,0,0,0,13,16,15,0,0,0,0,1,14,16,11,0,0,0,0,4,16,16,6,0,0,0,0,3,16,14,2,0,0,0,0,7,16,16,3,0,0,0,0,4,13,16,4,0,0,1
0,0,11,16,16,9,0,0,0,2,16,12,16,11,0,0,0,1,3,1,16,8,0,0,0,0,0,12,14,2,0,0,0,0,3,16,8,0,0,0,0,0,11,15,0,0,0,0,0,0,13,15,12,12,4,0,0,0,13,16,16,15,2,0,2
0,1,10,16,16,14,1,0,0,1,11,5,4,15,0,0,0,0,0,0,6,10,0,0,0,0,1,13,12,1,0,0,0,0,2,15,16,12,1,0,0,0,0,0,3,14,4,0,0,1,6,0,2,14,3,0,0,2,12,16,15,8,0,0,3
0,0,9,11,1,0,0,0,0,4,16,14,9,0,0,0,0,1,6,3,13,0,0,0,0,0,0,3,14,0,0,0,0,0,0,5,13,0,0,0,0,0,0,14,10,3,0,0,0,0,11,16,16,16,14,2,0,0,6,9,7,4,8,6,2
0,0,13,13,12,12,2,0,0,0,14,16,16,14,3,0,0,0,10,16,5,0,0,0,0,0,1,10,14,1,0,0,0,0,0,2,16,4,0,0,0,0,0,0,12,8,0,0,0,0,4,6,15,5,0,0,0,1,15,16,15,1,0,0,5
0,0,5,11,13,10,0,0,0,0,8,9,9,16,5,0,0,0,0,0,0,14,7,0,0,0,0,0,1,16,1,0,0,0,3,4,12,9,1,0,0,10,16,16,14,12,2,0,0,3,2,15,2,0,0,0,0,0,8,6,0,0,0,0,7
0,0,7,16,11,0,0,0,0,5,15,12,16,3,0,0,0,6,16,14,16,7,0,0,0,1,8,12,16,8,0,0,0,0,0,0,6,15,2,0,0,0,0,0,0,16,7,0,0,0,0,0,2,13,8,0,0,0,8,16,16,14,4,0,9
0,0,4,15,14,1,0,0,0,2,16,14,16,9,0,0,0,5,16,1,10,16,0,0,0,4,16,16,16,16,1,0,0,0,9,12,10,16,6,0,0,0,0,0,0,13,7,0,0,0,3,6,5,14,8,0,0,0,6,16,16,15,2,0,9
0,0,9,15,13,5,1,0,0,2,16,13,9,12,3,0,0,8,12,0,0,0,0,0,0,2,16,15,6,0,0,0,0,0,1,8,15,3,0,0,0,0,0,0,6,11,0,0,0,0,5,6,12,10,0,0,0,1,10,13,10,1,0,0,5
0,0,7,16,12,5,0,0,0,0,7,16,16,7,0,0,0,0,3,16,16,8,0,0,0,0,5,16,16,7,0,0,0,0,11,16,15,2,0,0,0,0,14,16,14,0,0,0,0,0,14,16,16,3,0,0,0,0,6,13,14,5,0,0,1
0,0,6,12,14,11,0,0,0,1,11,8,10,14,0,0,0,0,0,0,12,9,0,0,0,0,0,11,10,0,0,0,0,0,0,10,16,13,1,0,0,0,0,0,7,15,5,0,0,0,4,4,5,14,3,0,0,0,10,15,12,8,0,0,3
0,0,4,15,11,0,0,0,0,1,15,6,14,3,0,0,0,3,14,8,14,10,0,0,0,1,9,12,7,13,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,13,4,0,0,0,7,4,3,13,4,0,0,0,7,13,15,9,0,0,9
0,1,11,16,9,0,0,0,0,10,14,9,13,2,0,0,0,4,3,0,12,4,0,0,0,0,0,0,12,3,0,0,0,0,0,5,15,0,0,0,0,0,2,13,10,0,0,0,0,1,16,16,9,10,7,0,0,0,10,13,12,10,9,0,2
0,0,13,16,14,6,0,0,0,3,16,14,12,15,2,0,0,7,16,2,0,0,0,0,0,12,16,10,6,0,0,0,0,6,16,16,16,6,0,0,0,0,0,1,10,13,0,0,0,0,1,4,13,14,0,0,0,0,12,16,16,10,0,0,5
0,0,3,15,7,0,0,0,0,0,13,16,10,0,0,0,0,5,16,7,5,3,0,0,0,5,16,8,16,15,2,0,0,2,12,1,6,8,10,0,0,1,14,2,0,0,13,0,0,0,9,15,12,15,16,0,0,0,2,10,15,16,7,0,0
0,0,0,4,16,4,0,0,0,0,0,3,16,6,0,0,0,0,0,10,14,1,9,2,0,0,3,15,4,9,15,0,0,3,15,9,3,14,10,0,2,15,16,15,16,16,3,0,1,10,9,9,16,10,0,0,0,0,0,5,16,2,0,0,4
0,0,6,16,16,12,0,0,0,0,8,9,13,16,2,0,0,0,0,0,4,16,1,0,0,0,1,5,12,12,0,0,0,0,13,16,16,16,7,0,0,0,8,14,12,10,3,0,0,0,3,16,3,0,0,0,0,0,9,11,0,0,0,0,7
0,1,14,13,16,12,1,0,0,9,16,13,7,8,1,0,0,10,16,11,7,0,0,0,0,1,13,16,16,6,0,0,0,0,0,0,5,12,0,0,0,0,0,0,5,11,0,0,0,0,1,6,15,9,0,0,0,0,13,15,8,1,0,0,5
0,0,3,15,13,1,0,0,0,0,13,14,11,4,0,0,0,0,14,11,3,1,0,0,0,0,4,16,12,16,6,0,0,0,5,16,16,6,0,0,0,3,16,9,11,11,0,0,0,3,16,6,2,16,4,0,0,0,6,13,14,9,0,0,8
0,0,4,10,16,14,4,0,0,0,10,16,16,16,4,0,0,0,16,16,16,8,0,0,0,0,16,16,16,0,0,0,0,0,16,16,16,0,0,0,0,4,16,16,16,0,0,0,0,0,16,16,16,0,0,0,0,0,6,14,14,0,0,0,1
0,0,5,8,0,0,0,0,0,0,12,16,13,7,0,0,0,0,15,15,13,16,3,0,0,3,15,0,0,10,6,0,0,3,13,0,0,7,9,0,0,4,16,0,1,12,12,0,0,1,15,12,14,16,9,0,0,0,6,14,14,9,1,0,0
0,2,14,16,9,0,0,0,0,8,16,13,16,3,0,0,0,10,9,5,16,2,0,0,0,1,0,8,14,0,0,0,0,0,0,14,10,0,0,0,0,0,5,16,5,0,0,0,0,3,16,16,11,6,1,0,0,2,13,16,16,16,12,0,2
0,0,0,7,16,2,0,0,0,0,3,15,10,0,0,0,0,1,13,14,2,3,9,0,0,9,16,7,0,14,14,0,0,13,16,0,5,16,8,0,0,14,16,16,16,15,2,0,0,0,4,7,16,6,0,0,0,0,0,8,15,0,0,0,4
0,1,9,15,13,0,0,0,0,6,16,16,16,2,0,0,0,3,8,8,16,4,0,0,0,0,0,12,13,0,0,0,0,0,1,16,9,0,0,0,0,0,9,16,2,0,0,0,0,0,12,14,10,8,1,0,0,0,13,16,16,16,5,0,2
0,0,6,11,0,0,0,0,0,1,15,12,2,4,0,0,0,5,12,3,16,16,4,0,0,5,9,0,8,7,8,0,0,8,8,0,0,4,8,0,0,7,9,0,0,4,9,0,0,0,15,8,9,15,7,0,0,0,6,16,16,9,0,0,0
0,0,6,13,16,12,1,0,0,3,16,11,8,9,1,0,0,3,16,5,2,8,5,0,0,1,13,14,16,16,6,0,0,0,5,16,16,3,0,0,0,0,14,12,13,10,0,0,0,0,15,11,10,14,0,0,0,0,4,15,16,7,0,0,8
0,0,0,5,15,0,0,0,0,0,0,11,11,0,0,0,0,0,1,16,4,4,6,0,0,0,13,12,1,15,7,0,0,2,16,2,8,14,2,0,0,12,16,15,16,15,0,0,0,5,8,10,16,2,0,0,0,0,0,3,11,2,0,0,4
0,0,2,14,16,11,0,0,0,0,11,15,12,10,2,0,0,1,15,3,0,0,0,0,0,1,16,5,0,0,0,0,0,0,12,16,7,0,0,0,0,0,0,9,16,7,0,0,0,0,3,10,15,12,0,0,0,0,3,16,15,7,0,0,5
0,0,0,12,15,9,11,6,0,0,0,5,10,13,16,2,0,0,0,0,0,9,9,0,0,0,0,4,10,16,2,0,0,0,8,16,16,16,5,0,0,0,3,8,14,2,0,0,0,0,0,11,9,0,0,0,0,0,0,12,1,0,0,0,7
0,0,6,9,0,0,0,0,0,0,7,16,10,13,7,0,0,0,1,8,16,14,1,0,0,0,0,1,13,7,0,0,0,0,12,16,16,10,1,0,0,0,3,15,10,8,2,0,0,0,2,16,2,0,0,0,0,0,4,13,0,0,0,0,7
0,0,0,0,6,15,12,0,0,0,1,11,14,13,15,0,0,1,12,10,0,11,7,0,0,5,15,1,3,16,3,0,0,5,16,13,15,14,0,0,0,0,4,4,11,13,0,0,0,0,0,0,8,13,0,0,0,0,0,0,8,8,0,0,9
